source,target,value
Junchao Zhang,src/vec/vec/utils/vpscat.h,0.94
Junchao Zhang,src/mat/impls/aij/mpi/mmaij.c,0.98
Junchao Zhang,src/mat/impls/aij/mpi/mpiaij.c,1.56
Junchao Zhang,src/mat/impls/aij/mpi/mpiaij.h,0.55
Junchao Zhang,include/petsc/private/petscimpl.h,0.67
Junchao Zhang,include/petscsys.h,0.58
Junchao Zhang,src/sys/objects/ftn-custom/zstart.c,1.63
Junchao Zhang,src/sys/objects/pinit.c,3.26
Junchao Zhang,src/sys/objects/tagm.c,21.29
Junchao Zhang,src/vec/vec/utils/makefile,1.87
Alp Dener,src/docs/tao_tex/manual/cover.tex,0.93
Alp Dener,src/tao/unconstrained/examples/tutorials/output/minsurf2_1.out,1.0
Alp Dener,src/tao/unconstrained/examples/tutorials/makefile,0.94
Alp Dener,src/ts/examples/tutorials/output/ex16opt_ic_1.out,43.0
Alp Dener,src/dm/interface/dm.c,0.64
Alp Dener,src/tao/bound/examples/tutorials/output/plate2_1.out,0.71
Alp Dener,src/tao/bound/examples/tutorials/output/plate2_3.out,0.71
Alp Dener,src/tao/bound/examples/tutorials/output/plate2_4.out,0.71
Alp Dener,src/tao/bound/examples/tutorials/output/plate2_5.out,0.71
Alp Dener,src/tao/bound/examples/tutorials/output/plate2_7.out,0.43
Alp Dener,src/tao/complementarity/examples/tutorials/output/minsurf1_1.out,1.0
Alp Dener,src/tao/complementarity/examples/tutorials/output/minsurf1_2.out,1.0
Alp Dener,src/tao/unconstrained/examples/tutorials/output/minsurf2_2.out,0.86
Alp Dener,src/tao/leastsquares/impls/pounders/pounders.c,1.99
Alp Dener,src/tao/interface/taosolver.c,2.68
Alp Dener,src/tao/bound/examples/tutorials/output/plate2_2.out,1.0
Alp Dener,src/tao/bound/examples/tutorials/output/plate2_6.out,1.0
Alp Dener,src/tao/unconstrained/examples/tutorials/output/minsurf2_3.out,1.0
Alp Dener,src/ts/examples/tutorials/output/ex20opt_ic_1.out,1.0
Alp Dener,src/ksp/ksp/interface/iterativ.c,1.0
Alp Dener,src/ksp/pc/interface/precon.c,3.0
Alp Dener,src/snes/interface/snes.c,4.0
Alp Dener,src/snes/linesearch/interface/linesearch.c,4.0
Alp Dener,src/tao/bound/impls/tron/tron.c,1.0
Alp Dener,src/tao/complementarity/impls/asls/asils.c,1.0
Alp Dener,src/tao/unconstrained/impls/nls/nls.c,2.0
Alp Dener,src/ts/interface/ts.c,1.48
Stefano Zampini,src/ksp/ksp/interface/iguess.c,8.25
Stefano Zampini,src/ksp/pc/impls/is/pcis.c,3.04
Stefano Zampini,src/ksp/pc/impls/bddc/bddc.c,100.59
Stefano Zampini,src/ksp/pc/impls/bddc/bddcnullspace.c,2.0
Stefano Zampini,src/ksp/ksp/examples/tutorials/ex42.c,5.3
Stefano Zampini,src/ksp/ksp/examples/tutorials/ex70.c,4.88
Stefano Zampini,src/ksp/ksp/examples/tutorials/ex43.c,5.27
Stefano Zampini,src/ksp/ksp/examples/tutorials/ex49.c,3.57
Stefano Zampini,include/petscmat.h,1.0
Stefano Zampini,src/mat/impls/aij/mpi/mpiaij.c,1.69
Stefano Zampini,src/mat/impls/aij/seq/aij.c,2.59
Stefano Zampini,src/mat/impls/baij/mpi/mpibaij.c,1.08
Stefano Zampini,src/mat/impls/baij/seq/baij.c,1.75
Stefano Zampini,src/ts/examples/tutorials/ex12.c,1.9
Stefano Zampini,src/mat/examples/tests/makefile,5.91
Stefano Zampini,src/mat/impls/dense/seq/dense.c,4.27
Stefano Zampini,src/ksp/ksp/impls/fetidp/fetidp.c,1.9
Stefano Zampini,src/vec/is/is/impls/block/block.c,0.9
Stefano Zampini,src/vec/is/is/impls/general/general.c,7.54
Stefano Zampini,src/dm/impls/plex/plexgeometry.c,2.81
Stefano Zampini,src/mat/impls/aij/seq/superlu/superlu.c,0.73
Stefano Zampini,src/ts/trajectory/impls/memory/trajmemory.c,16.91
Stefano Zampini,src/snes/examples/tutorials/output/ex62_fetidp_2d_quad.out,3.96
Stefano Zampini,src/snes/examples/tutorials/output/ex62_fetidp_2d_tri.out,3.96
Stefano Zampini,src/snes/examples/tutorials/output/ex62_fetidp_3d_hex.out,10.58
Stefano Zampini,include/petsc/finclude/petscksp.h,0.5
Stefano Zampini,src/ksp/ksp/examples/tutorials/ex56.c,8.68
Stefano Zampini,src/dm/impls/plex/plexcreate.c,4.75
Stefano Zampini,src/dm/impls/plex/plexinterpolate.c,3.1
Stefano Zampini,src/ts/examples/tutorials/ex11.c,0.9
Stefano Zampini,src/vec/is/utils/vsectionis.c,1.84
Stefano Zampini,src/dm/impls/plex/plexrefine.c,12.71
Stefano Zampini,src/ts/examples/tests/makefile,1.85
Stefano Zampini,src/ts/examples/tutorials/advection-diffusion-reaction/ex5adj.c,4.38
Stefano Zampini,src/ts/examples/tutorials/advection-diffusion-reaction/makefile,1.67
Stefano Zampini,src/ts/examples/tutorials/ex16opt_ic.c,3.61
Stefano Zampini,src/ts/examples/tutorials/ex16opt_p.c,4.61
Stefano Zampini,src/ts/examples/tutorials/ex20opt_p.c,3.69
Stefano Zampini,src/ts/examples/tutorials/makefile,0.99
Stefano Zampini,src/dm/impls/da/hypre/mhyp.c,1.19
Stefano Zampini,src/ksp/ksp/examples/tutorials/ex34.c,14.99
Stefano Zampini,src/ksp/pc/impls/hypre/hypre.c,5.94
Stefano Zampini,src/ksp/ksp/examples/tutorials/output/ex59_1.out,1.56
Stefano Zampini,src/ksp/ksp/examples/tutorials/output/ex59_3.out,1.21
Stefano Zampini,src/ts/impls/glee/glee.c,0.95
Stefano Zampini,src/ts/examples/tutorials/power_grid/ex9adj.c,0.97
Stefano Zampini,src/sys/fileio/fdir.c,4.0
Stefano Zampini,src/ts/adapt/impls/basic/adaptbasic.c,0.75
Stefano Zampini,src/ts/adapt/impls/cfl/adaptcfl.c,0.75
Stefano Zampini,src/ts/adapt/impls/glee/adaptglee.c,0.75
Jed Brown,src/dm/dt/interface/dtfe.c,0.75
Jed Brown,src/dm/impls/plex/plexfem.c,2.9
Jed Brown,src/ksp/pc/impls/composite/composite.c,0.95
Jed Brown,lib/petsc/conf/rules,4.33
Jed Brown,makefile,1.0
Jed Brown,lib/petsc/bin/maint/buildtest,0.93
Jed Brown,lib/petsc/bin/maint/gcov.py,1.5
Jed Brown,.travis.yml,0.79
Jed Brown,config/PETSc/Configure.py,0.96
Jed Brown,gmakefile,5.15
Jed Brown,src/ts/examples/tutorials/ex26.c,0.89
Jed Brown,include/petsc/finclude/petscsys.h,1.8
Jed Brown,src/ksp/ksp/examples/tutorials/ex13f90.F90,0.97
Jed Brown,src/ksp/ksp/examples/tutorials/ex1f.F90,0.97
Jed Brown,src/mat/examples/tests/ex212f.F90,2.9
Jed Brown,src/snes/examples/tests/ex1f.F90,1.94
Jed Brown,src/snes/examples/tutorials/ex1f.F90,0.96
Jed Brown,src/snes/examples/tutorials/ex5f.F90,0.97
Jed Brown,src/snes/examples/tutorials/ex5f90.F90,0.98
Jed Brown,src/snes/examples/tutorials/ex5f90t.F90,0.98
Jed Brown,src/sys/examples/tests/ex13f.F90,0.95
Jed Brown,src/sys/examples/tests/ex36f.F90,0.96
Jed Brown,src/tao/leastsquares/examples/tutorials/chwirut1f.F90,0.97
Jed Brown,src/tao/unconstrained/examples/tutorials/rosenbrock1f.F90,0.97
Jed Brown,src/ts/examples/tutorials/advection-diffusion-reaction/shashi.F90,63.81
Jed Brown,src/vec/is/is/examples/tests/ex1f.F90,10.54
Jed Brown,src/vec/is/is/examples/tests/ex2f.F90,4.81
Jed Brown,src/vec/is/sf/examples/tutorials/ex1f.F90,2.94
Jed Brown,src/vec/vec/examples/tutorials/ex14f.F90,0.96
Jed Brown,src/dm/impls/da/dagtol.c,0.92
Jed Brown,src/sys/classes/matlabengine/matlab.c,1.66
Jed Brown,src/sys/classes/viewer/impls/ams/ams.c,0.8
Jed Brown,src/sys/classes/viewer/impls/ascii/filev.c,0.94
Jed Brown,src/sys/classes/viewer/impls/ascii/vcreatea.c,0.94
Jed Brown,src/sys/classes/viewer/impls/binary/binv.c,0.92
Jed Brown,src/sys/classes/viewer/impls/hdf5/hdf5v.c,0.8
Jed Brown,src/sys/classes/viewer/impls/matlab/vmatlab.c,0.8
Jed Brown,src/sys/classes/viewer/impls/socket/send.c,4.25
Jed Brown,src/sys/classes/viewer/interface/view.c,0.92
Jed Brown,src/sys/fileio/fretrieve.c,2.15
Jed Brown,src/sys/mpiuni/mpi.c,1.0
Jed Brown,src/sys/objects/pname.c,1.2
Jed Brown,src/sys/utils/mpiu.c,1.71
Jed Brown,src/vec/vec/utils/comb.c,1.0
Jed Brown,include/petsc/mpiuni/mpi.h,3.43
Jed Brown,src/ksp/pc/impls/mg/mgfunc.c,0.83
Jed Brown,src/mat/examples/tests/ex184.c,2.08
Jed Brown,src/mat/examples/tests/output/ex184_mpiaij.out,0.8
Jed Brown,src/mat/examples/tests/output/ex184_mpibaij.out,0.8
Jed Brown,src/mat/examples/tests/output/ex184_seqaij.out,0.8
Hong Zhang,include/petsc/private/tsimpl.h,1.0
Hong Zhang,include/petscts.h,2.02
Hong Zhang,src/ts/interface/makefile,0.99
Hong Zhang,src/mat/impls/dense/mpi/mpidense.c,10.44
Hong Zhang,src/mat/impls/dense/seq/dense.c,0.9
Hong Zhang,src/mat/examples/tests/ex134.c,0.82
Hong Zhang,src/ts/examples/tutorials/network/wash/pipes1.c,1.6
Hong Zhang,src/tao/leastsquares/examples/tutorials/chwirut2.c,0.58
Hong Zhang,src/vec/vscat/interface/vscreate.c,0.36
Hong Zhang,src/snes/examples/tutorials/network/makefile,1.39
Hong Zhang,src/snes/examples/tutorials/network/pflow/PFReadData.c,3.64
Hong Zhang,src/snes/examples/tutorials/network/pflow/makefile,1.61
Hong Zhang,src/snes/examples/tutorials/network/pflow/pf.h,1.0
Hong Zhang,src/snes/examples/tutorials/network/waternet/makefile,1.0
Hong Zhang,src/snes/examples/tutorials/network/waternet/waternet.c,8.23
Hong Zhang,src/snes/examples/tutorials/network/waternet/waternet.h,3.5
Hong Zhang,include/petscmat.h,0.98
Hong Zhang,src/vec/vscat/examples/ex1.c,0.91
Hong Zhang,include/petscvec.h,0.67
Hong Zhang,src/ksp/ksp/examples/tests/ex56.c,14.9
Hong Zhang,src/mat/impls/aij/mpi/mmaij.c,4.25
Hong Zhang,src/mat/impls/aij/mpi/mpiaij.c,3.46
Hong Zhang,src/vec/makefile,0.93
Hong Zhang,src/vec/vec/impls/makefile,0.93
Hong Zhang,src/vec/vec/impls/mpi/pbvec.c,1.91
Hong Zhang,src/vec/vec/interface/vecreg.c,3.0
Hong Zhang,src/vec/vec/utils/vpscat_mpi1.c,3.73
Hong Zhang,include/petscdmnetwork.h,1.0
Hong Zhang,src/snes/examples/tutorials/network/ex3.c,2.3
Hong Zhang,src/ksp/ksp/examples/tutorials/network/ex2.c,3.96
Hong Zhang,include/petsc/private/dmnetworkimpl.h,1.0
Hong Zhang,src/snes/examples/tutorials/network/pflow/ex1.c,5.09
Hong Zhang,config/BuildSystem/config/packages/SuperLU_DIST.py,0.89
Hong Zhang,src/ksp/ksp/examples/tutorials/ex64.c,0.92
Hong Zhang,src/mat/impls/aij/seq/aij.c,0.97
Hong Zhang,src/ts/examples/tutorials/power_grid/output/ex3adj_1.out,1.16
Hong Zhang,src/ksp/ksp/examples/tests/makefile,3.57
Hong Zhang,src/mat/interface/matrix.c,2.94
Hong Zhang,src/mat/impls/aij/mpi/superlu_dist/superlu_dist.c,2.5
Hong Zhang,src/vec/vec/utils/vscat_mpi1.c,7.33
Hong Zhang,src/ksp/ksp/examples/tests/benchmarkscatters/makefile,0.92
Hong Zhang,include/petsc/private/matimpl.h,3.73
Hong Zhang,src/ksp/ksp/examples/tests/benchmarkscatters/ex1.c,0.77
Hong Zhang,src/dm/impls/da/da1.c,0.69
Hong Zhang,src/dm/impls/da/da2.c,0.75
Hong Zhang,src/vec/vec/examples/tests/makefile,0.96
Hong Zhang,src/ksp/ksp/examples/tests/ex55.c,14.9
Hong Zhang,src/sys/memory/mal.c,0.91
Hong Zhang,src/mat/impls/aij/mpi/mpiptap.c,7.32
Hong Zhang,src/mat/impls/aij/mpi/mpiov.c,15.82
Matthew G. Knepley,src/snes/examples/tutorials/ex79.c,2.67
Matthew G. Knepley,src/ksp/pc/impls/asm/asm.c,0.87
Matthew G. Knepley,src/dm/impls/plex/plex.c,1.71
Matthew G. Knepley,src/dm/impls/forest/examples/tests/ex2.c,0.91
Matthew G. Knepley,src/dm/impls/plex/examples/tests/ex19.c,5.27
Matthew G. Knepley,src/dm/impls/plex/examples/tests/ex3.c,12.89
Matthew G. Knepley,src/snes/examples/tutorials/ex56.c,0.91
Matthew G. Knepley,src/snes/examples/tutorials/ex63.c,1.86
Matthew G. Knepley,src/tao/examples/tutorials/ex1.c,7.77
Matthew G. Knepley,src/tao/examples/tutorials/ex3.c,0.95
Matthew G. Knepley,src/ts/examples/tutorials/ex18.c,7.0
Matthew G. Knepley,src/ts/examples/tutorials/ex45.c,4.92
Matthew G. Knepley,src/snes/examples/tutorials/makefile,0.79
Matthew G. Knepley,include/petsc/private/petscdsimpl.h,0.94
Matthew G. Knepley,src/dm/impls/plex/examples/tutorials/makefile,0.91
Matthew G. Knepley,include/petsc/private/petscfeimpl.h,0.99
Matthew G. Knepley,src/dm/impls/plex/plexadapt.c,11.59
Matthew G. Knepley,config/BuildSystem/config/packages/MPI.py,14.99
Matthew G. Knepley,config/BuildSystem/config/packages/Trilinos.py,0.97
Matthew G. Knepley,src/docs/website/documentation/faq.html,0.36
Matthew G. Knepley,include/petsc/private/dmpleximpl.h,0.89
Matthew G. Knepley,include/petscdmshell.h,0.98
Matthew G. Knepley,src/dm/impls/da/dacreate.c,2.14
Matthew G. Knepley,src/dm/impls/patch/patch.c,0.44
Matthew G. Knepley,src/dm/impls/patch/patchcreate.c,0.44
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_0.out,2.0
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_1.out,2.0
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_2.out,2.0
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_3.out,2.0
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_4.out,2.0
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_5.out,2.0
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_6.out,1.0
Matthew G. Knepley,src/ts/examples/tutorials/output/ex11_p4est_advec_2d.out,1.0
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex12_4.out,21.53
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex12_5.out,21.53
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex12_6.out,4.93
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex18_0.out,2.0
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex18_1.out,1.0
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex18_2.out,1.0
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_1d_0.out,0.6
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_1d_1.out,0.6
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_1d_2.out,0.6
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_1d_refine_overlap_0.out,0.6
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_1d_refine_overlap_1.out,1.4
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_3.out,11.67
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_4.out,10.27
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_6.out,1.0
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_7.out,7.33
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_s2t2.out,0.6
Matthew G. Knepley,src/dm/impls/plex/examples/tests/output/ex1_s2t3.out,0.6
Satish Balay,include/makefile,0.32
Satish Balay,config/gmakegentest.py,0.91
Satish Balay,config/examples/arch-cuda-double.py,0.62
Satish Balay,config/BuildSystem/config/compilers.py,0.89
Satish Balay,config/BuildSystem/config/packages/SuperLU_DIST.py,11.88
Satish Balay,config/BuildSystem/config/framework.py,0.93
Satish Balay,src/vec/f90-mod/petscis.h,0.5
Satish Balay,src/mat/utils/matstash.c,0.7
Satish Balay,gmakefile.test,2.4
Satish Balay,bin/maint/startnightly,2.9
Satish Balay,bin/maint/buildtest,1.52
Satish Balay,bin/maint/copylognightly,1.4
Satish Balay,bin/maint/killnightly,0.94
Satish Balay,include/petscerror.h,2.17
Satish Balay,src/ksp/ksp/examples/tutorials/ex100.c,1.8
Satish Balay,setup.py,0.85
Satish Balay,src/snes/examples/tutorials/ex5f.F90,0.86
Satish Balay,src/ksp/ksp/impls/minres/minres.c,1.9
Satish Balay,src/vec/is/ao/examples/tests/ex3d/ex3.cxx,0.67
Satish Balay,lib/petsc/conf/test,0.97
Satish Balay,src/vec/is/sf/examples/tutorials/ex2.c,0.67
Satish Balay,src/snes/examples/tests/ex4.c,40.7
Satish Balay,src/sys/classes/draw/examples/tests/ex4f.F,1.47
Satish Balay,src/docs/tao_tex/manual/makefile,0.8
Satish Balay,include/petscvec.h,0.63
Satish Balay,src/mat/impls/aij/mpi/mmaij.c,1.55
Satish Balay,src/vec/vec/utils/vpscat.h,2.94
Satish Balay,include/petsc/mpiuni/mpi.h,0.57
Satish Balay,src/sys/classes/random/examples/tutorials/ex2.c,0.89
Satish Balay,src/ts/examples/tutorials/eimex/makefile,4.99
Satish Balay,include/petscversion.h,4.64
Satish Balay,src/dm/examples/tutorials/makefile,1.0
Satish Balay,src/snes/examples/tutorials/ex48.c,1.81
Satish Balay,src/ts/examples/tutorials/ex34.c,0.97
Satish Balay,config/PETSc/Configure.py,0.97
Satish Balay,src/ts/examples/tests/makefile,0.29
Satish Balay,src/ts/examples/tutorials/ex20adj.c,0.41
Satish Balay,src/ts/examples/tutorials/extchem.c,0.82
Satish Balay,config/BuildSystem/config/packages/mkl_cpardiso.py,0.9
Satish Balay,config/configure.py,7.92
Satish Balay,src/ts/examples/tests/ex1.c,0.6
Satish Balay,src/docs/tex/manual/manual.tex,0.83
Satish Balay,include/petscmat.h,1.65
Satish Balay,src/mat/impls/aij/mpi/aijmkl/makefile,0.5
Satish Balay,src/mat/impls/aij/seq/aijmkl/makefile,0.5
Satish Balay,src/mat/impls/baij/mpi/baijmkl/makefile,0.5
Satish Balay,src/mat/impls/baij/seq/baijmkl/makefile,0.5
Satish Balay,src/mat/interface/dlregismat.c,0.86
Satish Balay,src/mat/interface/matregis.c,0.9
Satish Balay,src/docs/website/index.html,0.89
Mark Adams,src/snes/examples/tutorials/makefile,1.85
Mark Adams,src/dm/examples/tutorials/makefile,0.81
Mark Adams,src/snes/examples/tutorials/ex63.c,6.68
Mark Adams,src/dm/impls/plex/plexcreate.c,0.96
Mark Adams,src/dm/impls/plex/plexhdf5.c,0.96
Mark Adams,src/ksp/pc/impls/gamg/agg.c,0.58
Mark Adams,include/petsc/private/makefile,0.87
Mark Adams,src/ksp/pc/impls/gamg/gamg.c,1.69
Mark Adams,src/snes/examples/tutorials/ex56.c,1.65
Mark Adams,src/dm/impls/plex/examples/tutorials/ex2.c,4.18
Mark Adams,src/dm/impls/plex/examples/tutorials/ex6.c,2.48
Mark Adams,include/petsc/private/pcgamgimpl.h,0.6
Mark Adams,src/ksp/pc/impls/gamg/geo.c,1.63
Mark Adams,src/dm/impls/picell/examples/tutorial/makefile,0.99
Mark Adams,src/ts/examples/tutorials/ex18.c,0.99
Mark Adams,include/petsc/private/dmimpl.h,0.96
Mark Adams,src/dm/impls/forest/p4est/pforest.c,3.61
Mark Adams,src/dm/impls/plex/plexdistribute.c,0.96
Mark Adams,src/dm/impls/plex/plexrefine.c,1.6
Mark Adams,src/dm/impls/plex/plexsubmesh.c,0.78
Mark Adams,src/dm/impls/picell/doc/picell.tex,0.03
Mark Adams,src/ksp/ksp/examples/tutorials/makefile,1.0
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex56_0.out,2.91
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex55_sa.out,0.97
Mark Adams,src/ksp/ksp/examples/tutorials/ex56.c,1.69
Mark Adams,include/petscmatcoarsen.h,0.96
Mark Adams,src/ksp/ksp/examples/tests/makefile,1.67
Mark Adams,src/ksp/ksp/examples/tests/output/ex19_2.out,0.97
Mark Adams,src/ksp/ksp/examples/tests/output/ex26_ml_3.out,0.96
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex25_1.out,14.69
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex25_2.out,19.27
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex34_1.out,3.29
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex34_2.out,5.36
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex43_3.out,3.32
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex43_4.out,3.32
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex49_hypre_nullspace.out,0.97
Mark Adams,src/ksp/ksp/examples/tutorials/output/ex50_3.out,20.64
Mark Adams,src/snes/examples/tutorials/output/ex18_1.out,1.56
Mark Adams,src/snes/examples/tutorials/output/ex20_1.out,0.78
Mark Adams,src/snes/examples/tutorials/output/ex40f90.out,0.89
Mark Adams,src/snes/examples/tutorials/output/ex46_1.out,0.86
Mark Adams,src/snes/examples/tutorials/output/ex58_1.out,5.73
Mark Adams,src/snes/examples/tutorials/output/ex58_2.out,4.82
Mark Adams,src/snes/examples/tutorials/output/ex5_1.out,43.6
Mark Adams,src/snes/examples/tutorials/output/ex5_2.out,4.02
Mark Adams,src/snes/examples/tutorials/output/ex5_3.out,1.56
Mark Adams,src/snes/examples/tutorials/output/ex5_4.out,4.96
Mark Adams,include/petscksp.h,0.78
Mark Adams,src/dm/impls/plex/examples/tests/makefile,0.99
Mark Adams,src/dm/impls/makefile,0.95
Lawrence Mitchell,src/ksp/pc/impls/mg/mg.c,4.46
Lawrence Mitchell,src/snes/impls/fas/fas.c,0.8
Lawrence Mitchell,include/petscdm.h,0.87
Lawrence Mitchell,src/dm/interface/dm.c,3.97
Lawrence Mitchell,src/docs/tex/manual/part2.tex,0.5
Lawrence Mitchell,src/ksp/ksp/examples/tutorials/ex35.cxx,0.9
Lawrence Mitchell,src/ksp/ksp/examples/tutorials/ex36.cxx,0.9
Lawrence Mitchell,src/vec/is/utils/isltog.c,8.94
Lawrence Mitchell,include/petsc/private/isimpl.h,0.96
Lawrence Mitchell,src/sys/classes/viewer/examples/tests/makefile,2.65
Lawrence Mitchell,src/sys/examples/tests/makefile,3.63
Lawrence Mitchell,src/vec/is/sf/examples/tutorials/makefile,2.59
Lawrence Mitchell,include/petscsnes.h,0.91
Lawrence Mitchell,config/BuildSystem/config/packages/MPI.py,0.91
Lawrence Mitchell,include/petsc/private/sfimpl.h,0.94
Lawrence Mitchell,src/snes/examples/tutorials/makefile,1.41
Lawrence Mitchell,src/snes/impls/fas/fasfunc.c,1.5
Lawrence Mitchell,src/vec/is/utils/vsectionis.c,0.89
Lawrence Mitchell,include/petsc-private/dmimpl.h,0.86
Lawrence Mitchell,src/dm/examples/tests/ex21.c,1.63
Lawrence Mitchell,src/dm/impls/da/da.c,1.63
Lawrence Mitchell,src/dm/impls/da/dacreate.c,0.87
Lawrence Mitchell,src/dm/impls/da/dainterp.c,4.47
Lawrence Mitchell,src/dm/impls/plex/plex.c,1.67
Lawrence Mitchell,src/dm/impls/plex/plexcreate.c,0.82
Lawrence Mitchell,include/petsc-private/petscfeimpl.h,0.98
Lawrence Mitchell,src/dm/impls/plex/plexpartition.c,0.41
Richard Tran Mills,src/mat/impls/aij/seq/aijmkl/aijmkl.c,5.45
Richard Tran Mills,src/mat/impls/aij/mpi/mpiaij.c,0.97
Richard Tran Mills,src/mat/interface/matregis.c,1.49
Richard Tran Mills,src/mat/impls/aij/mpi/makefile,0.96
Richard Tran Mills,src/mat/impls/aij/seq/makefile,0.97
Richard Tran Mills,config/BuildSystem/config/packages/mkl_cpardiso.py,0.93
Richard Tran Mills,src/dm/examples/tests/ex7.c,2.69
Richard Tran Mills,src/dm/impls/da/da1.c,0.6
Richard Tran Mills,src/dm/impls/da/da2.c,0.6
Richard Tran Mills,src/dm/impls/da/da3.c,0.6
Richard Tran Mills,src/dm/impls/da/daindex.c,1.47
Richard Tran Mills,include/petscdmda.h,0.47
